data_coleta;ticker;descricao;patrimonio;p_vp;dy;dy_5anos;liquidez;tipo;segmento
2026-04-24;RBRR11;Rbr Rendimento High Grade;1,52 B;0,9;11,84;11,36;8,34 M;Fundo de Papel;Títulos e Valores Mobiliários
2026-04-24;BDIF11;Fundo Em Infraestrutura Btg Pactual Dívida Infra;1,51 B;0,93;12,56;12,39;2,93 M;Outro;Fundo de Infraestrutura (FI-Infra)
2026-04-24;ALZR11;Alianza Trust Renda Imobiliária;1,49 B;1,0;9,52;8,98;2,09 M;Fundo de Tijolo;Híbrido
2026-04-24;RBRX11;Rbr Plus Multiestratégia Real Estate;1,44 B;0,89;12,33;12,68;12,91 M;Fundo de Fundos;Títulos e Valores Mobiliários
2026-04-24;VGIR11;Valora Re Iii;1,43 B;1,0;15,63;13,11;4,14 M;Fundo de Papel;Títulos e Valores Mobiliários
2026-04-24;VGHF11;Valora Hedge;1,42 B;0,8;13,81;13,4;2,74 M;Fundo de Papel;Híbrido
2026-04-24;HSLG11;Hsi Logística;1,39 B;0,84;8,96;9,15;822,16 K;Fundo de Tijolo;Logístico / Indústria / Galpões
2026-04-24;VCJR11;Vectis Juros Real;1,39 B;0,86;13,81;12,58;2,46 M;Fundo de Papel;Títulos e Valores Mobiliários
2026-04-24;PSEC11;Vbi Reits Fof;1,38 B;0,83;13,16;11,58;2,34 M;Fundo de Fundos;Títulos e Valores Mobiliários
2026-04-24;DEVA11;Devant Recebíveis Imobiliários;1,38 B;0,24;19,17;15,01;523,95 K;Fundo de Papel;Títulos e Valores Mobiliários
2026-04-24;VRTA11;Fator Verita;1,32 B;0,93;12,92;12,15;1,31 M;Fundo de Papel;Títulos e Valores Mobiliários
2026-04-24;CPTI11;Capitânia Infra Fic Fi-Infra Rf Cp;1,28 B;0,96;13,78;12,28;2,64 M;Outro;Fundo de Infraestrutura (FI-Infra)
2026-04-24;BROF11;Brpr Corporate Offices;1,28 B;0,57;10,33;10,43;463,03 K;Fundo de Tijolo;Híbrido
2026-04-24;RBRY11;Rbr Private Crédito Imobiliário;1,27 B;0,94;15,06;12,99;5,14 M;Fundo de Papel;Títulos e Valores Mobiliários
2026-04-24;GTWR11;Green Towers;1,22 B;0,84;12,53;11,52;653,78 K;Fundo de Tijolo;Lajes Corporativas
2026-04-24;GSFI11;General Shop E Outlets Do Brasil;1,21 B;0,88;;;118,28 K;Fundo de Tijolo;Shoppings / Varejo
2026-04-24;URPR11;Urca Prime Renda;1,21 B;0,31;15,22;16,0;517,37 K;Fundo de Papel;Outros
2026-04-24;MCRE11;Mauá Capital Real Estate;1,14 B;0,95;13,54;12,94;3,07 M;Fundo de Papel;Títulos e Valores Mobiliários
2026-04-24;XPIE11;Xp Infra Ii Fdo De Inv Part Ie;1,12 B;0,67;13,12;8,26;1,08 M;Outro;Fundo de Investimentos em Participações (FIP)
2026-04-24;BRZP11;Brz Infra Portos Fdo, Inv. Em Part. Infraestrutura;1,11 B;0,89;;;1,55 M;Outro;Fundo de Investimentos em Participações (FIP)
2026-04-24;CPSH11;Shoppings Aaa Fdo De Inv Imob;1,09 B;0,92;12,31;10,07;5,15 M;Fundo de Tijolo;Shoppings / Varejo
2026-04-24;VGIP11;Valora Cri Índice De Preço;1,07 B;0,9;13,5;13,07;2,51 M;Fundo de Papel;Títulos e Valores Mobiliários
2026-04-24;DIVS11;Sparta Infra Inflação Longa Fi-Infra;1,04 B;1,06;13,43;11,7;559,71 K;Fundo de Desenvolvimento;Fundo de Infraestrutura (FI-Infra)
2026-04-24;VGIA11;Valora Cra Fdo Inv Nas Cad Prod Agro;1,02 B;1,02;16,55;15,91;2,91 M;Outro;Fiagros
2026-04-24;KORE11;Kinea Oportunidades Real Estate;1,02 B;0,69;17,72;11,7;2,08 M;Fundo de Tijolo;Lajes Corporativas
2026-04-24;IFRI11;Itaú Fic Fi Invest Finan Infra Cdi Rf Cp;1,02 B;1,0;14,41;10,8;1,15 M;Outro;Fundo de Infraestrutura (FI-Infra)
2026-04-24;KNOX11;Knox Debt Fdo. Invest. Part. Infraestrutura;1,01 B;1,02;5,54;4,97;445,61 K;Outro;Fundo de Investimentos em Participações (FIP)
2026-04-24;BTCI11;Fii Btg Pactual Fundo De Cri;1,00 B;0,93;12,34;10,46;2,04 M;Fundo de Papel;Títulos e Valores Mobiliários
2026-04-24;RBRP11;Rbr Properties;999,46 M;0,63;9,24;8,33;1,44 M;Fundo de Tijolo;Outros
2026-04-24;JCCJ11;Jhsf Capital Jardins;983,48 M;0,8;7,11;2,38;292,83 K;Fundo de Fundos;Fundo de Fundos
2026-04-24;BBIG11;Fii Bbig;946,52 M;0,74;13,52;10,68;740,76 K;Fundo de Tijolo;Shoppings / Varejo
2026-04-24;BPML11;Btg Pactual Shoppings;925,93 M;0,76;15,18;8,35;8,50 M;Fundo de Tijolo;Shoppings / Varejo
2026-04-24;SNEL11;Suno Energias Limpas;899,33 M;1,05;14,05;10,09;3,92 M;Outro;Outros
2026-04-24;VINO11;Vinci Offices;816,54 M;0,51;12,03;9,98;631,98 K;Fundo de Tijolo;Lajes Corporativas
2026-04-24;RZAK11;Riza Akin;778,30 M;0,97;15,59;14,98;1,39 M;Fundo de Papel;Títulos e Valores Mobiliários
2026-04-24;HABT11;Habitat Ii;777,11 M;0,81;15,78;14,84;1,06 M;Fundo de Papel;Títulos e Valores Mobiliários
2026-04-24;PQAG11;Parque Anhanguera;776,19 M;0,97;10,65;8,98;685,48 K;Fundo de Tijolo;Logístico / Indústria / Galpões
2026-04-24;XPCI11;Xp Credito Imobiliário;771,39 M;0,95;12,99;12,51;1,74 M;Fundo de Papel;Títulos e Valores Mobiliários
2026-04-24;RECT11;Fii Rec Renda Imobiliária;766,84 M;0,43;12,61;11,2;450,99 K;Outro;Híbrido
2026-04-24;RVBI11;Vbi Reits Fof (Old);760,04 M;0,81;6,97;11,14;1,18 M;Fundo de Fundos;Títulos e Valores Mobiliários
2026-04-24;XPIN11;Invista Industrial;751,80 M;0,65;14,23;9,98;920,05 K;Fundo de Tijolo;Outros
2026-04-24;RCRB11;Rio Bravo Renda Corporativa;735,71 M;0,71;7,51;7,25;1,21 M;Fundo de Tijolo;Lajes Corporativas
2026-04-24;JSAF11;Js Ativos Financeiros;725,67 M;0,84;12,96;10,68;1,58 M;Fundo de Papel;Títulos e Valores Mobiliários
2026-04-24;CCME11;Canuma Capital Multiestratégia;720,78 M;0,86;11,12;8,3;276,17 K;Fundo Misto;Outros
2026-04-24;BTAL11;Btg Pactual Agro Logística;693,77 M;0,78;12,56;10,64;773,53 K;Fundo de Tijolo;Outros
2026-04-24;RZAG11;Fdo Inv Cadeias Prod Agro Riza Agro;678,87 M;0,94;16,15;12,78;1,43 M;Outro;Fiagros
2026-04-24;RBRL11;Rbr Log;677,48 M;0,84;10,58;9,73;2,15 M;Fundo de Tijolo;Logístico / Indústria / Galpões
2026-04-24;CPUR11;Classe Única Do Capitânia Hbc Renda Urbana;665,11 M;1,06;10,7;9,33;12,34 M;Outro;Híbrido
2026-04-24;SNAG11;Suno Agro;654,38 M;1,05;14,39;11,05;2,30 M;Outro;Fiagros
2026-04-24;MFII11;Mérito Desenvolvimento Imobiliário;654,34 M;0,75;17,89;13,8;2,34 M;Fundo de Desenvolvimento;Híbrido
2026-04-24;KFOF11;Kinea Fii;654,10 M;0,9;11,18;10,28;1,03 M;Fundo de Fundos;Títulos e Valores Mobiliários
2026-04-24;TRBL11;Fdo De Invest Imob Tellus Rio Bravo Renda Logistic;630,98 M;0,94;9,75;9,77;1,83 M;Fundo de Tijolo;Logístico / Indústria / Galpões
2026-04-24;VIGT11;Vinci Energia;605,06 M;0,76;4,34;8,4;288,55 K;Outro;Fundo de Investimentos em Participações (FIP)
2026-04-24;TJKB11;Tjk Renda Imobiliária;604,56 M;0,5;13,33;10,43;879,12 K;Outro;Lajes Corporativas
2026-04-24;ITRI11;Itaú Total Return Fii;598,97 M;0,92;11,86;10,47;1,03 M;Fundo Misto;Títulos e Valores Mobiliários
2026-04-24;FATN11;Athena I;579,69 M;0,9;11,03;10,39;1,90 M;Fundo de Tijolo;Lajes Corporativas
2026-04-24;BODB11;Bocaina Infra;562,37 M;0,93;14,59;10,07;1,16 M;Outro;Fundo de Infraestrutura (FI-Infra)
2026-04-24;PQDP11;Parque Dom Pedro Shopping Center;533,58 M;0,98;9,21;9,07;177,78 K;Fundo de Tijolo;Shoppings / Varejo
2026-04-24;BCRI11;Banestes Recebíveis Imobiliários;533,54 M;0,76;15,51;13,62;431,06 K;Fundo de Papel;Títulos e Valores Mobiliários
2026-04-24;RZAT11;Riza Arctium Real Estate;533,31 M;0,75;12,94;14,17;655,88 K;Fundo de Tijolo;Híbrido
2026-04-24;IBBP11;Invista Brazilian Business Park Fii;526,39 M;0,81;10,94;10,29;1,89 M;Fundo Misto;Logístico / Indústria / Galpões
2026-04-24;CPOF11;Capitânia Office Fii - Fdo De Inv Imob;507,56 M;0,98;5,52;7,3;1,56 M;Fundo Misto;Híbrido
2026-04-24;BINC11;Bradesco Fic Rf Infra Cdi Créd Priv;488,10 M;1,01;15,69;9,29;744,51 K;Outro;Fundo de Infraestrutura (FI-Infra)
2026-04-24;TOPP11;Rbr Top Offices Fii;481,17 M;0,67;14,21;7,76;612,01 K;Fundo de Tijolo;Lajes Corporativas
2026-04-24;TEPP11;Tellus Properties;480,27 M;0,94;11,53;9,58;1,92 M;Fundo de Tijolo;Lajes Corporativas
2026-04-24;INLG11;Inter Logístico Fii;479,81 M;0,68;12,02;9,85;321,35 K;Fundo de Tijolo;Logístico / Indústria / Galpões
2026-04-24;VCRA11;Vectis Datagro Cr Agr;472,12 M;0,63;16,89;14,46;544,94 K;Outro;Fiagros
2026-04-24;SARE11;Santander Renda De Aluguéis;464,92 M;0,94;1,64;8,45;831,29 K;Fundo Misto;Híbrido
2026-04-24;ADSH11;Ad Shopping Fundo De Investimento Imobiliário;461,94 M;1,05;0,75;0,75;11,23 M;Fundo Misto;Shoppings / Varejo
2026-04-24;HREC11;Hedge Recebíveis;459,80 M;0,95;11,92;11,73;170,58 K;Fundo de Papel;Títulos e Valores Mobiliários
2026-04-24;CACR11;Cartesia Recebíveis Imobiliários;458,75 M;0,86;19,33;16,65;1,60 M;Fundo de Papel;Híbrido
2026-04-24;AFHI11;Af Invest Cri;455,47 M;1,02;12,42;12,07;743,29 K;Fundo de Papel;Títulos e Valores Mobiliários
2026-04-24;JMBI11;Jivemaua Bossanova;445,57 M;0,9;15,78;9,31;922,59 K;Outro;Fundo de Infraestrutura (FI-Infra)
2026-04-24;VRTM11;Fator Verità Multiestratégia;445,39 M;0,78;14,69;9,39;203,60 K;Outro;Híbrido
2026-04-24;PATL11;Pátria Logística;445,28 M;0,75;10,64;10,65;999,70 K;Fundo de Tijolo;Logístico / Indústria / Galpões
2026-04-24;XPCA11;Xp Crédito Agrícola;443,60 M;0,86;15,93;14,82;938,54 K;Outro;Fiagros
2026-04-24;FCFL11;Campus Faria Lima;434,52 M;1,0;8,75;8,45;359,99 K;Fundo de Tijolo;Educacional
2026-04-24;ENDD11;Endurance Debt;429,77 M;1,08;9,17;7,14;305,82 K;Outro;Fundo de Investimentos em Participações (FIP)
2026-04-24;HTMX11;Fii Hotel Maxinvest;427,59 M;0,93;11,4;9,82;571,66 K;Fundo de Tijolo;Hotéis
2026-04-24;FGAA11;Fg Agro Fdo De Invest;425,61 M;0,98;15,39;15,43;868,98 K;Outro;Fiagros
2026-04-24;RINV11;Real Investor;423,38 M;1,0;12,11;10,76;285,97 K;Outro;Títulos e Valores Mobiliários
2026-04-24;CLIN11;Clave Índices De Preços;423,01 M;0,96;12,87;9,64;1,02 M;Fundo de Papel;Títulos e Valores Mobiliários
2026-04-24;BDIV11;Btg Pactual Infraestrutura Dividendos;414,33 M;0,98;16,86;17,96;371,72 K;Outro;Fundo de Investimentos em Participações (FIP)
2026-04-24;SNCI11;Suno Recebíveis Imobiliários;409,41 M;0,93;13,26;11,2;453,09 K;Outro;Títulos e Valores Mobiliários
2026-04-24;KNDI11;Kinea Estrategia Infra;407,00 M;1,02;14,79;8,15;1,12 M;Outro;Fundo de Investimentos em Participações (FIP)
2026-04-24;FIIB11;Industrial Do Brasil;404,23 M;0,78;9,17;8,64;528,31 K;Fundo de Tijolo;Logístico / Indústria / Galpões
2026-04-24;TRXB11;Trx Real Estate Ii;401,32 M;1,75;16,33;12,08;5,76 M;Fundo de Desenvolvimento;Híbrido
2026-04-24;ICRI11;Itaú Crédito Imobiliário Ipca;394,40 M;0,97;12,0;12,62;764,90 K;Fundo de Papel;Títulos e Valores Mobiliários
2026-04-24;LASC11;Legatus Shoppings;387,95 M;0,87;10,44;8,66;7,96 M;Fundo de Tijolo;Shoppings / Varejo
2026-04-24;BTRA11;Btg Pactual Terras Agrícolas;384,76 M;0,58;10,59;8,39;236,82 K;Outro;Fiagros
2026-04-24;BCIA11;Bradesco Carteira Imobiliária Ativa;383,87 M;0,93;10,68;10,22;607,64 K;Fundo de Fundos;Títulos e Valores Mobiliários
2026-04-24;LIFE11;Life Capital;379,40 M;0,91;16,53;14,95;986,78 K;Outro;Outros
2026-04-24;BBGO11;Bb Fundo De Invest De Crédito Fiagro;377,31 M;0,8;14,55;12,91;247,33 K;Outro;Fiagros
2026-04-24;CXCO11;Caixa Imóveis Corporativos;374,73 M;0,76;12,22;11,11;134,50 K;Fundo de Tijolo;Lajes Corporativas
2026-04-24;AJFI11;Aj Malls;372,20 M;0,75;7,63;6,72;157,65 K;Fundo de Tijolo;Shoppings / Varejo
2026-04-24;NEWL11;Newport Logística;367,52 M;0,82;10,94;11,13;416,86 K;Fundo de Tijolo;Híbrido
2026-04-24;AIEC11;Autonomy Edifícios Corporativos;366,25 M;0,81;6,54;12,22;3,54 M;Fundo de Tijolo;Lajes Corporativas
2026-04-24;KISU11;Klima Fic Fundo Imobiliário Suno 30;366,21 M;0,86;11,81;10,59;478,18 K;Fundo de Fundos;Títulos e Valores Mobiliários
2026-04-24;BARI11;Barigui Rendimentos Imobiliários I;363,70 M;1,0;6,05;12,3;1,01 M;Fundo de Papel;Títulos e Valores Mobiliários
2026-04-24;PLAG11;Vbi Agro;360,48 M;0,98;9,35;10,78;11,16 M;Fundo Misto;Outros
2026-04-24;AZPL11;Az Quest Panorama Logística Fii;360,34 M;0,89;13,23;10,21;422,46 K;Fundo Misto;Logístico / Indústria / Galpões
2026-04-24;HPDP11;Hedge Shopping Parque Dom Pedro;357,49 M;0,89;7,86;6,78;5,47 M;Fundo de Tijolo;Shoppings / Varejo
2026-04-24;PORD11;Polo Recebíveis Imobiliários Ii;356,63 M;0,89;13,8;13,18;1,01 M;Fundo de Papel;Títulos e Valores Mobiliários
2026-04-24;MANA11;Manatí Capital Hedge Fund;354,07 M;1,0;14,01;12,34;1,24 M;Outro;Títulos e Valores Mobiliários
2026-04-24;RPRI11;Rbr Premium Recebíveis Imobiliários;350,17 M;0,85;14,16;13,24;588,65 K;Fundo de Papel;Híbrido
2026-04-24;SNFF11;Sunofofi - Fii;349,07 M;0,87;13,11;9,76;401,42 K;Fundo de Fundos;Títulos e Valores Mobiliários
2026-04-24;XPSF11;Xp Selection Fundo De Fundos;348,52 M;0,84;11,65;11,42;347,80 K;Fundo de Fundos;Títulos e Valores Mobiliários
2026-04-24;PPEI11;Prisma Proton Energia;340,00 M;1,13;14,65;9,32;261,32 K;Outro;Fundo de Investimentos em Participações (FIP)
2026-04-24;OUJP11;Ourinvest Jpp;329,24 M;0,87;14,73;13,67;425,19 K;Fundo de Papel;Híbrido
2026-04-24;HDOF11;Hedge Desenvolvimento Logístico;312,96 M;0,98;;;1,23 M;Fundo de Desenvolvimento;Lajes Corporativas
2026-04-24;EGAF11;Ecoagro I Fdo Inv Cadeias Prod Agroind;310,62 M;0,98;17,59;16,27;1,08 M;Outro;Fiagros
2026-04-24;WHGR11;Whg Real Estate;306,60 M;0,96;12,99;11,65;261,89 K;Fundo Misto;Híbrido
2026-04-24;VGRI11;Valora Renda Imob Fundo De Inves Imob;306,59 M;0,77;20,73;17,45;1,13 M;Fundo de Tijolo;Híbrido
2026-04-24;VSLH11;Versalhes Recebíveis Imobiliários;305,37 M;0,18;19,03;12,8;177,32 K;Fundo de Papel;Outros
2026-04-24;VPPR11;V2 Prime Properties;302,67 M;0,53;;7,55;194,73 K;Fundo Misto;Outros
2026-04-24;BBFO11;Bb Fundo De Fundos;302,43 M;0,97;12,67;11,44;542,99 K;Fundo de Fundos;Títulos e Valores Mobiliários
2026-04-24;SAPI11;Santander Papéis Imobiliários;295,84 M;0,93;15,59;9,76;312,71 K;Fundo de Papel;Títulos e Valores Mobiliários
2026-04-24;XPID11;Xp Infra Debêntures;282,79 M;0,55;14,6;13,11;120,72 K;Outro;Fundo de Infraestrutura (FI-Infra)
2026-04-24;BPFF11;Brasil Plural Absoluto;279,19 M;0,86;7,7;10,79;305,22 K;Fundo de Fundos;Títulos e Valores Mobiliários
2026-04-24;GAME11;Guardian Multiestratégia I;273,97 M;0,93;12,85;10,81;213,87 K;Fundo de Papel;Outros
2026-04-24;FPAB11;Projeto Água Branca;268,75 M;0,57;10,3;8,02;130,57 K;Fundo de Tijolo;Lajes Corporativas
2026-04-24;HGPO11;Cshg Prime Offices;267,42 M;1,01;;14,66;108,84 K;Fundo de Tijolo;Lajes Corporativas
2026-04-24;HGBL11;Hedge Brasil Logístico Ind Fund Inv Imob Resp Lim;249,01 M;0,97;9,66;12,52;572,22 K;Fundo de Tijolo;Logístico / Indústria / Galpões
2026-04-24;NSLU11;Hospital Nossa Senhora De Lourdes;247,58 M;0,99;15,83;10,07;197,85 K;Fundo de Tijolo;Hospitalar
2026-04-24;RBFM11;Rio Bravo Multiestratégia Fii;246,69 M;0,83;2,95;2,95;211,21 K;Fundo Misto;Híbrido
2026-04-24;VXXV11;Vx Xvi;246,49 M;1,46;;5,49;952,27 K;Fundo de Desenvolvimento;Outros
2026-04-24;CRAA11;Sparta Fiagro Fdo Inv Nas Cad Prod Agro;240,86 M;0,99;14,72;13,33;653,41 K;Outro;Fiagros
2026-04-24;GRUL11;Icatu Vanguarda Gru Logístico;237,13 M;0,93;12,12;9,26;316,48 K;Fundo de Tijolo;Logístico / Indústria / Galpões
2026-04-24;AZIN11;Az Quest Infra-Yield Ii Fip-Ie;236,60 M;1,05;18,77;12,76;635,40 K;Outro;Fundo de Investimentos em Participações (FIP)
2026-04-24;RBED11;Rio Bravo Renda Educacional;235,52 M;0,94;;10,26;268,63 K;Fundo de Tijolo;Educacional
2026-04-24;COPN11;Copérnico Fip Infra;234,63 M;0,51;;0,66;382,62 K;Outro;Fundo de Investimentos em Participações (FIP)
2026-04-24;CJCT11;Cidade Jardim Continental Tower;231,52 M;0,87;4,48;2,67;640,14 K;Fundo de Tijolo;Lajes Corporativas
2026-04-24;CXAG11;Caixa Agências;231,30 M;0,7;11,75;11,29;213,26 K;Fundo de Tijolo;Agências Bancárias
2026-04-24;HSAF11;Hsi Ativos Financeiros;225,89 M;0,9;14,18;13,3;569,81 K;Fundo de Papel;Títulos e Valores Mobiliários
2026-04-24;BLMG11;Bluemacaw Logística;220,76 M;0,69;13,74;11,59;279,36 K;Fundo de Tijolo;Outros
2026-04-24;JSCR11;Js Recebíveis Imobiliários;210,35 M;0,91;13,19;10,04;521,28 K;Fundo de Papel;Títulos e Valores Mobiliários
2026-04-24;JGPX11;Jgp Crédito;208,20 M;0,69;17,91;14,43;328,98 K;Outro;Fiagros
